year,grant,sub,num,id,subject,title,author,school,money,duration
2007,创新研究群体项目,A01,1,30721065,C0701,细胞分化和定向迁移的分子调节机制,朱学良,中国科学院上海生命科学研究院,450,2008-01至2010-12
2007,创新研究群体项目,A01,2,40721091,D0202,热河生物群研究,周忠和,中国科学院古脊椎动物与古人类研究所,450,2008-01至2010-12
2007,创新研究群体项目,A01,3,10721061,A0105,分析学中若干前沿问题研究,周向宇,中国科学院数学与系统科学研究院,315,2008-01至2010-12
2007,创新研究群体项目,A01,4,60721003,F0301,复杂系统控制与信息处理中的若干关键问题研究与应用,周东华,清华大学,500,2008-01至2010-12
2007,创新研究群体项目,A01,5,20721001,B010205,团簇化学,郑兰荪,厦门大学,500,2008-01至2010-12
2007,创新研究群体项目,A01,6,10721063,A050202,量子色动力学与强子物理,赵光达,北京大学,450,2008-01至2010-12
2007,创新研究群体项目,A01,7,20721063,B03,纳米体系下新型介孔分子筛组装和制备科学及其应用研究,赵东元,复旦大学,450,2008-01至2010-12
2007,创新研究群体项目,A01,8,40721003,D0408,青藏高原东部隆升的深部结构与地表过程响应,张中杰,中国科学院地质与地球物理研究所,500,2008-01至2010-12
2007,创新研究群体项目,A01,9,60721063,F0401,新型低维量子结构与器件,张荣,南京大学,450,2008-01至2010-12
2007,创新研究群体项目,A01,10,40721004,D0605,高浊度河口及其临近海域的陆海相互作用,张经,华东师范大学,500,2008-01至2010-12
2007,创新研究群体项目,A01,11,60721001,F010707,信息薄膜与LTCC集成器件,张怀武,电子科技大学,500,2008-01至2010-12
2007,创新研究群体项目,A01,12,10721062,A020317,计算力学与工程科学计算,张洪武,大连理工大学,450,2008-01至2010-12
2007,创新研究群体项目,A01,13,20721061,B03,分子材料与器件的制备和性能研究,张德清,中国科学院化学研究所,450,2008-01至2010-12
2007,创新研究群体项目,A01,14,30721064,C07,细胞增殖分化调控系统研究,张传茂,北京大学,450,2008-01至2010-12
2007,创新研究群体项目,A01,15,30721001,H1617,食管癌发生发展的分子机理研究,詹启敏,中国医学科学院,500,2008-01至2010-12
2007,创新研究群体项目,A01,16,40721062,D02,俯冲碰撞造山的岩石学过程,翟明国,中国科学院地质与地球物理研究所,450,2008-01至2010-12
2007,创新研究群体项目,A01,17,20721004,B030302,分子反应动力学的实验与理论研究,杨学明,中国科学院大连化学物理研究所,500,2008-01至2010-12
2007,创新研究群体项目,A01,18,10721404,A040204,低维体系中的新奇量子现象,薛其坤,清华大学,500,2008-01至2010-12
2007,创新研究群体项目,A01,19,40721063,D0301,地幔柱动力学及其在华南大陆演化中的作用,徐义刚,中国科学院广州地球化学研究所,450,2008-01至2010-12
2007,创新研究群体项目,A01,20,50721005,E060407,燃煤排放物生成、控制与资源化利用的基础研究,徐明厚,华中科技大学,500,2008-01至2010-12
2007,创新研究群体项目,A01,21,30721062,C0204,植物响应环境胁迫的信号转导及基因表达调控分子机理,武维华,中国农业大学,450,2008-01至2010-12
