year,grant,sub,num,id,subject,title,author,school,money,duration
2010,联合基金项目,A01,1,11076021,A06,新型纳微晶体-玻璃复合激光材料研究,邹快盛,苏州大学,34,2011-01至2013-12
2010,联合基金项目,A01,2,11079024,A0803,兰州CSR的手征对称性部分恢复,庄鹏飞,清华大学,50,2011-01至2013-12
2010,联合基金项目,A01,3,11076016,A06,压磁柔性薄膜应力敏感机理与实验研究,朱正吼,南昌大学,34,2011-01至2013-12
2010,联合基金项目,A01,4,61079016,F01,支持II/III类精密进近的区域增强系统完好性监测方法研究,朱衍波,北京航空航天大学,26,2011-01至2013-12
2010,联合基金项目,A01,5,11079052,A0801,MgO/铁磁金属界面的同步辐射X射线反射和掠入射研究,朱涛,中国科学院物理研究所,42,2011-01至2013-12
2010,联合基金项目,A01,6,11076001,A06,单片高动态双系统兼容接收机芯片设计技术,朱柏承,北京大学,200,2011-01至2015-12
2010,联合基金项目,A01,7,U1037601,L07,含稀贵金属高温合金的设计与应用的基础研究,周亦胄,中国科学院金属研究所,170,2011-01至2014-12
2010,联合基金项目,A01,8,11079017,A0804,基于同步辐射光电离-分子束质谱技术的吸热型碳氢燃料高温裂解研究,周伟星,哈尔滨工业大学,46,2011-01至2013-12
2010,联合基金项目,A01,9,11079051,A0802,水稻颗粒结合型淀粉合成酶的结构测定和分子改造研究,周佳海,中国科学院上海有机化学研究所,50,2011-01至2013-12
2010,联合基金项目,A01,10,51034010,E041608,磁场下复合电沉积-扩散制备高硅硅钢薄带的基础研究,钟云波,上海大学,150,2011-01至2014-12
2010,联合基金项目,A01,11,11079008,A0801,北京谱仪III实验上的粲介子弱衰变研究,郑阳恒,中国科学院大学,230,2011-01至2014-12
2010,联合基金项目,A01,12,11079021,A0804,新型Co-Ln异核分子磁性化合物的XAFS研究,郑丽敏,南京大学,40,2011-01至2013-12
2010,联合基金项目,A01,13,U1033001,L03,珠江三角洲二次有机气溶胶特征、形成迁移机制及控制对策的综合研究,郑君瑜,华南理工大学,195,2011-01至2014-12
2010,联合基金项目,A01,14,11079018,A0804,空间辐照环境下软磁合金性能及精细结构演变的同步辐射研究,甄良,哈尔滨工业大学,44,2011-01至2013-12
2010,联合基金项目,A01,15,11076004,A06,透明靶丸内轮廓形貌及壳层厚度分布测量技术研究,赵维谦,北京理工大学,36,2011-01至2013-12
2010,联合基金项目,A01,16,U1033004,L03,广西红壤肥力与生态功能协同演变机制与调控,赵其国,中国科学院南京土壤研究所,195,2011-01至2014-12
2010,联合基金项目,A01,17,11078019,A030804,恒星参数测量及极端贫金属星候选体确定的方法研究,赵景昆,中国科学院国家天文台,30,2011-01至2013-12
2010,联合基金项目,A01,18,11076029,A06,激光热引爆金属/炸药密封装置的机理研究,张震宇,中国人民解放军国防科技大学,34,2011-01至2013-12
2010,联合基金项目,A01,19,11079015,A0802,利用同步辐射技术研究聚芳砜酰胺纤维沿纺程的相态结构变化,张玉梅,东华大学,40,2011-01至2013-12
2010,联合基金项目,A01,20,U1034002,L04,基于接触导电/摩擦磨损综合特性的高强铜合金载流摩擦学基础研究,张永振,河南科技大学,190,2011-01至2014-12
2010,联合基金项目,A01,21,11079050,A0802,纳米气泡的同步辐射研究,张立娟,中国科学院上海应用物理研究所,40,2011-01至2013-12
2010,联合基金项目,A01,22,U1036602,L06,芽孢杆菌侵染线虫的分子机制,张克勤,云南大学,182,2011-01至2014-12
2010,联合基金项目,A01,23,61079017,F01,风场影响下的自由飞行冲突解脱技术研究,张京娟,北京航空航天大学,20,2011-01至2013-12
2010,联合基金项目,A01,24,11078008,A030203,活动星系核光变和高能辐射机制研究,张晋,广西师范学院,32,2011-01至2013-12
2010,联合基金项目,A01,25,U1031002,L01,水稻优质和抗病新基因的发掘和分子设计育种的基础研究,张桂权,华南农业大学,190,2011-01至2014-12
2010,联合基金项目,A01,26,61079020,F01,红外热波技术检测与识别飞机蜂窝结构材料内部渗漏液压油与贮水,张存林,首都师范大学,26,2011-01至2013-12
2010,联合基金项目,A01,27,U1032004,L02,修复基因缺陷的DMD患者的iPS细胞移植治疗DMD模型鼠及成肌机理的研究,张成,中山大学,200,2011-01至2014-12
2010,联合基金项目,A01,28,51074205,E04,工业废气中CO2的分离技术研究,翟玉春,东北大学,36,2011-01至2013-12
2010,联合基金项目,A01,29,U1032005,L02,脑梗死后远隔部位神经细胞自噬的发现、机制及调控靶点,曾进胜,中山大学,190,2011-01至2014-12
2010,联合基金项目,A01,30,11079023,A0801,基于J/psi粒子稀有衰变过程寻找超越标准模型的新物理,喻纯旭,南开大学,38,2011-01至2013-12
2010,联合基金项目,A01,31,61039002,F01,民用航空器飞行事故驾驶环境再现与分析模拟,俞力玲,中国民航科学技术研究院,160,2011-01至2014-12
2010,联合基金项目,A01,32,11079037,A0801,正负电子相对轨道偏差的测量与反馈研究,于程辉,中国科学院高能物理研究所,48,2011-01至2013-12
2010,联合基金项目,A01,33,61079004,F01,系统仿真条件下航线飞行员安全驾驶行为的预警机制研究,游旭群,陕西师范大学,26,2011-01至2013-12
2010,联合基金项目,A01,34,11078007,A03,星表撞击坑自动识别与分析共性技术研究,尹继豪,北京航空航天大学,32,2011-01至2013-12
2010,联合基金项目,A01,35,11078016,A03,基于信息处理理论的二维光纤光谱数据处理方法研究,叶中付,中国科学技术大学,32,2011-01至2013-12
2010,联合基金项目,A01,36,11076023,A06,非均质多相脆性材料的动力学特性与数值建模技术,姚勇,西南科技大学,31,2011-01至2013-12
2010,联合基金项目,A01,37,11078024,A030802,亚K温度下SIS超导隧道结直接检波特性研究,姚骑均,中国科学院紫金山天文台,30,2011-01至2013-12
2010,联合基金项目,A01,38,11076005,A06,激光分子束外延生长CeO2薄膜与结构性能分析,杨志民,北京有色金属研究总院,34,2011-01至2013-12
2010,联合基金项目,A01,39,51034012,E041603,低压脉冲磁场凝固的基础研究,杨院生,中国科学院金属研究所,180,2011-01至2014-12
2010,联合基金项目,A01,40,11076024,A06,惯性驱动的微流体导电开关原理和技术研究,杨涛,西南科技大学,34,2011-01至2013-12
2010,联合基金项目,A01,41,U1037604,L07,硅基薄膜材料及其高效太阳电池的基础研究,杨培志,云南师范大学,175,2011-01至2014-12
2010,联合基金项目,A01,42,11076020,A06,中子诱发某些特定目标核素形成的混合γ能谱分析方法研究,杨朝文,四川大学,36,2011-01至2013-12
2010,联合基金项目,A01,43,11079030,A0801,BESIII上P波粲偶素新衰变模式的实验研究,鄢文标,中国科学技术大学,44,2011-01至2013-12
2010,联合基金项目,A01,44,11078014,A030304,黑洞吸积流的多波段辐射和吸积模式研究,许亚娣,上海交通大学,32,2011-01至2013-12
2010,联合基金项目,A01,45,61079006,F01,复杂电磁环境下多点定位抗干扰研究,徐自励,中国民用航空总局第二研究所,22,2011-01至2013-12
2010,联合基金项目,A01,46,U1033601,L03,植被发育斜坡对强降雨过程的地下水响应机制及其灾害效应,徐则民,昆明理工大学,175,2011-01至2014-12
2010,联合基金项目,A01,47,11079016,A0802,双特异性组蛋白去甲基化酶ceKDM7A的结构与功能研究,徐彦辉,复旦大学,50,2011-01至2013-12
2010,联合基金项目,A01,48,11079027,A0801,BESIII上粲偶素若干重子衰变道的测量,徐新平,苏州大学,40,2011-01至2013-12
2010,联合基金项目,A01,49,61039001,F01,空管运行智能服务的基础理论与关键技术研究,徐肖豪,中国民航大学,160,2011-01至2014-12
2010,联合基金项目,A01,50,U1034006,L04,单晶SiC基片高效超精密磨粒加工技术基础研究,徐西鹏,华侨大学,190,2011-01至2014-12
2010,联合基金项目,A01,51,U1032605,L02,阿片成瘾及戒断的基础和应用研究,徐林,中国科学院昆明动物研究所,180,2011-01至2014-12
2010,联合基金项目,A01,52,U1034004,L04,大功率LED关键热物理问题的基础研究,徐进良,华北电力大学,190,2011-01至2014-12
2010,联合基金项目,A01,53,U1032006,L02,磷酸二酯酶介导的细胞信号通路在抑郁症中的调节机制,徐江平,南方医科大学,194,2011-01至2014-12
2010,联合基金项目,A01,54,11079004,A0804,金属-绝缘体相变材料的原位同步辐射研究,谢毅,中国科学技术大学,270,2011-01至2014-12
2010,联合基金项目,A01,55,11078012,A030402,太阳耀斑活动和磁场演化研究,谢文彬,吉林师范大学,26,2011-01至2013-12
