year,grant,sub,num,id,subject,title,author,school,money,dueration
2007,面上项目,A01,1,60774039,F030118,具有执行器饱和的马尔可夫跳变系统的分析与综合,左志强,天津大学,27.0,2008-01至2010-12
2007,面上项目,A01,2,30771064,C07,一种由人α-突触核蛋白过表达和低剂量MPTP共同处理导致的新的食蟹猴帕金森病实验动物模型的建立,左晓虹,首都医科大学,8.0,2008-01至2008-12
2007,面上项目,A01,3,30771855,H2609,中国汉族人群肾综合征出血热易感基因的病例对照研究,左曙青,中国人民解放军军事科学院军事医学研究院,28.0,2008-01至2010-12
2007,面上项目,A01,4,50775162,E050301,汽车轮胎多边形磨损的自激振动与控制方法研究,左曙光,同济大学,32.0,2008-01至2010-12
2007,面上项目,A01,5,50779065,E0902,咸水灌溉条件下冬小麦根系对水、氮的吸收及其对水盐运动的影响,左强,中国农业大学,34.0,2008-01至2010-12
2007,面上项目,A01,6,40775017,D0502,非均匀下垫面湍流输送与垂直速度交叉耦合效应的研究,左洪超,兰州大学,50.0,2008-01至2010-12
2007,面上项目,A01,7,30770527,C050601,RKIP介导的Raf/MEK/ERK信号通路在微波辐射致海马损伤中的作用,左红艳,中国人民解放军军事科学院军事医学研究院,30.0,2008-01至2010-12
2007,面上项目,A01,8,30770501,C0505,核小体动力学跨层次多尺度模拟,左春柽,吉林大学,25.0,2008-01至2010-12
2007,面上项目,A01,9,50776027,E060405,基于废气柴油重整的柴油机燃烧过程和排放控制研究,左承基,合肥工业大学,30.0,2008-01至2010-12
2007,面上项目,A01,10,30770338,C030301,干旱胁迫对长春花生活史型形成的环境调控机理和分子基础,祖元刚,东北林业大学,25.0,2008-01至2010-12
2007,面上项目,A01,11,50774019,E041205,冶金多相反应器内分散相分布及相界面积的分形/Monte Carlo法研究,邹宗树,东北大学,30.0,2008-01至2010-12
2007,面上项目,A01,12,30772711,H2803,基于代谢组学的“柴胡疏肝散”抗抑郁作用效应物质基础研究,邹忠梅,中国医学科学院,28.0,2008-01至2010-12
2007,面上项目,A01,13,50778009,E0804,供水管网重大漏失事故预警的仿真原理与方法,邹志红,北京航空航天大学,36.0,2008-01至2010-12
2007,面上项目,A01,14,20773064,B020106,调控复杂氧化物光催化材料能带结构的研究,邹志刚,南京大学,32.0,2008-01至2010-12
2007,面上项目,A01,15,50776003,E060201,非定常激励下叶片表面边界层拟序结构时空演化机制探讨,邹正平,北京航空航天大学,33.0,2008-01至2010-12
2007,面上项目,A01,16,50779033,E0910,基于操纵模拟与航迹控制的船－桥避碰及其通航安全研究,邹早建,上海交通大学,32.0,2008-01至2010-12
2007,面上项目,A01,17,50777026,E070303,面向三相四线制谐波治理的三电平三桥臂中分逆变器关键技术研究,邹云屏,华中科技大学,31.0,2008-01至2010-12
2007,面上项目,A01,18,60775003,F0304,时间交替模数转换器（TIADC）通道失配误差数字补偿技术研究,邹月娴,北京大学,26.0,2008-01至2010-12
2007,面上项目,A01,19,60776027,F040201,安全静态随机访问存储器（SRAM）的研究与设计,邹雪城,华中科技大学,30.0,2008-01至2010-12
2007,面上项目,A01,20,20772067,B070505,新型高效肟醚类杀虫杀螨剂的设计、合成及构效关系研究,邹小毛,南开大学,28.0,2008-01至2010-12
2007,面上项目,A01,21,50775079,E050603,基于智能设计的水果采摘机构与视觉关联精确定位研究,邹湘军,华南农业大学,28.0,2008-01至2010-12
2007,面上项目,A01,22,30772840,H2718,针刺治疗急性脑出血神经重塑机制的研究,邹伟,黑龙江中医药大学,30.0,2008-01至2010-12
