year,grant,sub,num,id,subject,title,author,school,money,duration
2016,重点项目,A01,1,21631006,B01,基于配位键的自修复光电功能材料研究,左景林,南京大学,290,2017-01至2021-12
2016,重点项目,A01,2,51639003,E091002,北极模型冰与船舶冰-水动力学性能研究,宗智,大连理工大学,289,2017-01至2021-12
2016,重点项目,A01,3,81630015,H0214,TRP通道调控细胞离子稳态失衡致盐敏感高血压的机制及其干预,祝之明,中国人民解放军第三军医大学,275,2017-01至2021-12
2016,重点项目,A01,4,11632015,A0202,主动转子系统动力学的建模、分析及控制理论,祝长生,浙江大学,300,2017-01至2021-12
2016,重点项目,A01,5,11633001,A030203,引力波天文学的相关研究,朱宗宏,北京师范大学,311,2017-01至2021-12
2016,重点项目,A01,6,81630079,H1606,线粒体自噬缺陷诱导乳腺癌骨转移前微环境的形成及其分子机制,朱孝峰,中山大学,277,2017-01至2021-12
2016,重点项目,A01,7,21636002,B080803,基于位阻型烯桥的光致变色染料的设计及其产品工程科学基础,朱为宏,华东理工大学,294,2017-01至2021-12
2016,重点项目,A01,8,61635004,F050208,光纤激光线宽深压缩及波长精密调谐关键技术研究,朱涛,重庆大学,280,2017-01至2021-12
2016,重点项目,A01,9,11635001,A050204,大型强子对撞机上新物理的研究,朱守华,北京大学,280,2017-01至2021-12
2016,重点项目,A01,10,71632007,G021101,可持续供应链协同管理与创新,朱庆华,上海交通大学,240,2017-01至2021-12
2016,重点项目,A01,11,41631174,D010701,面向建筑物精细建模的倾斜摄影测量理论与方法,朱庆,西南交通大学,300,2017-01至2021-12
2016,重点项目,A01,12,21631001,B010205,精确结构的水溶性金/银团簇可控合成、性质及其在生命科学中的应用探索,朱满洲,安徽大学,280,2017-01至2021-12
2016,重点项目,A01,13,41630635,D010202,全球化背景下城市移民的人地互动与地方协商研究——以珠三角为例,朱竑,华南师范大学,250,2017-01至2021-12
2016,重点项目,A01,14,81630096,H3002,新型内源性非极性雌激素代谢衍生物的结构鉴定、化学合成和功能研究,朱宝亭,香港中文大学（深圳）,275,2017-01至2021-12
2016,重点项目,A01,15,31630051,C1302,棉铃发育响应花铃期水分逆境的生理机制研究,周治国,南京农业大学,264,2017-01至2021-12
2016,重点项目,A01,16,11632006,A020408,湍流边界层主动减阻及机理研究,周裕,哈尔滨工业大学,280,2017-01至2021-12
2016,重点项目,A01,17,61632020,F020701,密码系统的信息泄漏分析方法与防护机制研究,周永彬,中国科学院信息工程研究所,270,2017-01至2021-12
2016,重点项目,A01,18,31630034,C2101,社会（道德）情感的产生及其效用：预期误差作为一种计算神经机制,周晓林,北京大学,259,2017-01至2021-12
2016,重点项目,A01,19,11634014,A0402,单一结构碳纳米管薄膜光电性质研究,周维亚,中国科学院物理研究所,322,2017-01至2021-12
2016,重点项目,A01,20,31630070,C0402,飞蝗对环境变化生殖适应的内分泌调控机制研究,周树堂,河南大学,277,2017-01至2021-12
